"","state","county1","fps_state","fps_county","state.x","county.x","pop.2000","total","x","commercial","industrial","residential","electricity.prod","onroad","cement","aircraft","unknown","nonroad","transport","other","cbsa.code","metro.division.code","csa.code","cbsa.title","metropolitan.micropolitan.statistical.area","metropolitan.division.title","csa.title","county.county.equivalent","state.name","central.outlying.county","state.y","county.y","name","popestimate2002","LND010190D","county","STCOU","percap","pop_dens"
"352","CO","Sedgwick",8,115,"CO","Sedgwick County",2747,7.916371627,NA,0.139214765,0.006799462,0.586066757,0,5.68206105,0,0.009770421,0.024558991,1.46790018,7.184290642,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Sedgwick County",2681,549.64,"Sedgwick",8115,0.002952768230884,4.87773815588385
"353","CO","Summit",8,117,"CO","Summit County",23548,4.33571801,NA,0.359569001,0.0136358,0.359189534,0,3.324679913,0,0,0,0.278643761,3.603323674,"H1","14720",NA,NA,"Breckenridge, CO","Micropolitan Statistical Area","","","Summit County","Colorado","Central","CO","Summit County","Summit County",24869,619.29,"Summit",8117,0.000174342273915316,40.1572768815902
"354","CO","Teller",8,119,"CO","Teller County",20555,2.192018049,NA,0.107583024,0.009533588,0.488171667,0,1.452413942,0,0,0,0.134315828,1.58672977,"H1","17820",NA,NA,"Colorado Springs, CO","Metropolitan Statistical Area","","","Teller County","Colorado","Outlying","CO","Teller County","Teller County",21586,558.99,"Teller",8119,0.000101548135319188,38.6160754217428
"355","CO","Washington",8,121,"CO","Washington County",4926,10.44964991,NA,0.053617984,1.381823235,0.532116494,0,4.660316948,0,0.447556515,1.125016265,2.249202474,8.482092202,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Washington County",4889,2524.29,"Washington",8121,0.00213737981386787,1.93678222391247
"356","CO","Weld",8,123,"CO","Weld County",180936,9.341922752,NA,0.549680802,2.60094206,0.44461637,3.279518559,1.774256169,0,0.128107315,0.322021389,0.242780088,2.467164962,"H1","24540",NA,216,"Greeley, CO","Metropolitan Statistical Area","","Denver-Aurora, CO","Weld County","Colorado","Central","CO","Weld County","Weld County",205014,4021.76,"Weld",8123,4.55672429785283e-05,50.9761895289624
"357","CO","Yuma",8,125,"CO","Yuma County",9841,8.104794162,NA,0.095164959,3.670876534,0.525993203,0,1.693195682,0,0.206401968,0.518829334,1.394332483,3.812759467,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Yuma County",9751,2369.22,"Yuma",8125,0.000831175690903497,4.11570052591148
"358","CT","Fairfield",9,1,"CT","Fairfield County",882567,3.338642097,NA,0.315577817,0.048269973,0.623023905,0.993529066,1.122741827,0,0.02666854,0.067036302,0.141794666,1.358241336,"H4","14860",NA,408,"Bridgeport-Stamford-Norwalk, CT","Metropolitan Statistical Area","","New York-Newark, NY-NJ-CT-PA","Fairfield County","Connecticut","Central","CT","Fairfield County","Fairfield County",896202,837.01,"Fairfield",9001,3.72532319387817e-06,1070.71839046128
"359","CT","Hartford",9,3,"CT","Hartford County",857183,2.657535096,NA,0.380526068,0.053054257,0.660642653,0.062108287,1.195504308,0,0.056083823,0.140977053,0.108638645,1.50120383,"H4","25540",NA,278,"Hartford-West Hartford-East Hartford, CT","Metropolitan Statistical Area","","Hartford-West Hartford, CT","Hartford County","Connecticut","Central","CT","Hartford County","Hartford County",867332,750.61,"Hartford",9003,3.06403441358096e-06,1155.50285767576
"360","CT","Litchfield",9,5,"CT","Litchfield County",182193,2.282262635,NA,0.259799496,0.119628594,0.673589129,0,1.07662417,0,0,0,0.152621245,1.229245415,"H4","45860",NA,408,"Torrington, CT","Micropolitan Statistical Area","","New York-Newark, NY-NJ-CT-PA","Litchfield County","Connecticut","Central","CT","Litchfield County","Litchfield County",186515,944.63,"Litchfield",9005,1.22363490067823e-05,197.447677926807
"361","CT","Middlesex",9,7,"CT","Middlesex County",155071,4.032619377,NA,0.262657314,0.617454834,0.676110279,0.74961833,1.500534213,0,0.018207703,0.045768449,0.162268255,1.72677862,"H4","25540",NA,278,"Hartford-West Hartford-East Hartford, CT","Metropolitan Statistical Area","","Hartford-West Hartford, CT","Middlesex County","Connecticut","Central","CT","Middlesex County","Middlesex County",159679,439.07,"Middlesex",9007,2.5254538023159e-05,363.675495934589
"362","CT","New",9,9,"CT","New Haven County",824008,2.892287735,NA,0.308923717,0.0761241,0.648511202,0.567601989,1.090136292,0,0.024585084,0.061799148,0.114606203,1.291126727,"H4","35300",NA,408,"New Haven-Milford, CT","Metropolitan Statistical Area","","New York-Newark, NY-NJ-CT-PA","New Haven County","Connecticut","Central","CT","New Haven County","New Haven County",835657,771.71,"New London",9011,3.46109436646854e-06,1082.86402923378
"363","CT","New",9,9,"CT","New Haven County",824008,2.892287735,NA,0.308923717,0.0761241,0.648511202,0.567601989,1.090136292,0,0.024585084,0.061799148,0.114606203,1.291126727,"H4","35300",NA,408,"New Haven-Milford, CT","Metropolitan Statistical Area","","New York-Newark, NY-NJ-CT-PA","New Haven County","Connecticut","Central","CT","New Haven County","New Haven County",835657,862.06,"New Haven",9009,3.46109436646854e-06,969.372201470895
"364","CT","New",9,11,"CT","New London County",259088,3.499494674,NA,0.322092827,0.349297412,0.665174263,0.323422116,1.57008216,0,0.034043871,0.085575555,0.14980647,1.839508056,"H4","35980",NA,278,"Norwich-New London, CT","Metropolitan Statistical Area","","Hartford-West Hartford, CT","New London County","Connecticut","Central","CT","New London County","New London County",262689,771.71,"New London",9011,1.33218165739715e-05,340.39859532726
"365","CT","New",9,11,"CT","New London County",259088,3.499494674,NA,0.322092827,0.349297412,0.665174263,0.323422116,1.57008216,0,0.034043871,0.085575555,0.14980647,1.839508056,"H4","35980",NA,278,"Norwich-New London, CT","Metropolitan Statistical Area","","Hartford-West Hartford, CT","New London County","Connecticut","Central","CT","New London County","New London County",262689,862.06,"New Haven",9009,1.33218165739715e-05,304.722409113055
"366","CT","Tolland",9,13,"CT","Tolland County",136364,2.594774944,NA,0.269388069,0.031776432,0.64570421,0,1.548427686,0,0,0,0.099478548,1.647906234,"H4","25540",NA,278,"Hartford-West Hartford-East Hartford, CT","Metropolitan Statistical Area","","Hartford-West Hartford, CT","Tolland County","Connecticut","Central","CT","Tolland County","Tolland County",141089,417.03,"Tolland",9013,1.83910506417935e-05,338.31858619284
"367","CT","Windham",9,15,"CT","Windham County",109091,6.145733593,NA,0.202616902,0.147625608,0.67893592,3.440442177,1.341145232,0,0.051326569,0.12901886,0.154622324,1.676112986,"H4","49340",NA,148,"Worcester, MA-CT","Metropolitan Statistical Area","","Boston-Worcester-Providence, MA-RI-NH-CT","Windham County","Connecticut","Central","CT","Windham County","Windham County",111340,521.51,"Windham",9015,5.51978946739716e-05,213.495426741577
"368","DE","Kent",10,1,"DE","Kent County",126697,4.258733041,NA,0.258161208,0.429398085,0.321521222,0.355165673,1.692179694,0,0.265516169,0.667423948,0.269367043,2.894486853,"H1","20100",NA,428,"Dover, DE","Metropolitan Statistical Area","","Philadelphia-Reading-Camden, PA-NJ-DE-MD","Kent County","Delaware","Central","DE","Kent County","Kent County",131069,800.14,"Kent",10001,3.24922982627471e-05,163.807583672857
"369","DE","New",10,3,"DE","New Castle County",500265,4.942823941,NA,0.319057936,0.747488288,0.378180361,1.762864144,1.456722795,0,0.047357536,0.119041906,0.112110976,1.735233212,"H1","37980",48864,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Metropolitan Statistical Area","Wilmington, DE-MD-NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD","New Castle County","Delaware","Central","DE","New Castle County","New Castle County",512370,493.53,"New Castle",10003,9.64698155824892e-06,1038.17397118716
"370","DE","Sussex",10,5,"DE","Sussex County",156638,8.755870424,NA,0.151140796,1.711478622,0.219848105,4.267390436,1.93851707,0,0.041991917,0.105554433,0.319949044,2.406012465,"H1","41540",NA,NA,"Salisbury, MD-DE","Metropolitan Statistical Area","","","Sussex County","Delaware","Central","DE","Sussex County","Sussex County",163946,1195.7,"Sussex",10005,5.34070390494431e-05,137.112988207744
"371","FL","Alachua",12,1,"FL","Alachua County",217955,5.26698561,NA,0.051164312,0.232389916,0.033997625,2.331231313,1.888249445,0.437549069,0.04647327,0.116819146,0.129111513,2.180653374,"H1","23540",NA,264,"Gainesville, FL","Metropolitan Statistical Area","","Gainesville-Lake City, FL","Alachua County","Florida","Central","FL","Alachua County","Alachua County",222254,969.18,"Alachua",12001,2.36980464243613e-05,229.321694628449
"372","FL","Baker",12,3,"FL","Baker County",22259,4.333944447,NA,0.054399904,0.233248053,0.035493948,0,3.91237584,0,0,0,0.098426701,4.010802541,"H1","27260",NA,300,"Jacksonville, FL","Metropolitan Statistical Area","","Jacksonville-St. Marys-Palatka, FL-GA","Baker County","Florida","Outlying","FL","Baker County","Baker County",22793,588.92,"Baker",12003,0.000190143660202694,38.7030496502072
"373","FL","Bay",12,5,"FL","Bay County",148217,7.844311309,NA,0.058717676,0.755446207,0.037141947,5.022118119,1.460728584,0,0.073162009,0.183906207,0.25309056,1.97088736,"H1","37460",NA,NA,"Panama City, FL","Metropolitan Statistical Area","","","Bay County","Florida","Central","FL","Bay County","Bay County",151901,1033.35,"Bay",12005,5.16409458068084e-05,146.998596796826
"374","FL","Bradford",12,7,"FL","Bradford County",26088,3.775886579,NA,0.053473509,0.806888345,0.035602852,0,2.223449385,0,0.141060928,0.354582635,0.160828924,2.879921873,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Bradford County",26297,300.06,"Bradford",12007,0.000143586210556337,87.6391388388989
"375","FL","Brevard",12,9,"FL","Brevard County",476230,4.756355071,NA,0.058636979,0.276002132,0.03683567,2.017132589,1.711659485,0,0.127131188,0.319567721,0.209389306,2.367747701,"H1","37340",NA,NA,"Palm Bay-Melbourne-Titusville, FL","Metropolitan Statistical Area","","","Brevard County","Florida","Central","FL","Brevard County","Brevard County",495576,1557.25,"Brevard",12009,9.59762997199219e-06,318.237919409215
"376","FL","Broward",12,11,"FL","Broward County",1623018,2.984816063,NA,0.054036224,0.25940946,0.035266285,1.036681337,1.220662601,0,0.07402051,0.18606422,0.118675427,1.599422757,"H1","33100",22744,370,"Miami-Fort Lauderdale-West Palm Beach, FL","Metropolitan Statistical Area","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Miami-Fort Lauderdale-Port St. Lucie, FL","Broward County","Florida","Central","FL","Broward County","Broward County",1709118,1319.74,"Broward",12011,1.74640724806596e-06,1295.04144755785
"377","FL","Calhoun",12,13,"FL","Calhoun County",13017,2.350566487,NA,0.058429331,0.234613032,0.035889007,0,1.841237276,0,0.008412425,0.021146312,0.150839104,2.021635118,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Calhoun County",12567,574.38,"Calhoun",12013,0.000187042769714331,21.8792437062572
"378","FL","Charlotte",12,15,"FL","Charlotte County",141627,2.496935032,NA,0.055173828,0.239990322,0.036151102,0.000220645,1.668511598,0,0.061597788,0.154837412,0.280452339,2.165399136,"H1","39460",NA,412,"Punta Gorda, FL","Metropolitan Statistical Area","","North Port-Sarasota, FL","Charlotte County","Florida","Central","FL","Charlotte County","Charlotte County",148678,859.28,"Charlotte",12015,1.6794246842169e-05,173.026254538684
"379","FL","Citrus",12,17,"FL","Citrus County",118085,34.53345166,NA,0.055713799,0.309454175,0.036620005,31.86213637,1.909369034,0,0.044916601,0.112906206,0.202335473,2.269527314,"H1","26140",NA,NA,"Homosassa Springs, FL","Metropolitan Statistical Area","","","Citrus County","Florida","Central","FL","Citrus County","Citrus County",123685,773.24,"Citrus",12017,0.000279204848283947,159.956805131654
"380","FL","Clay",12,19,"FL","Clay County",140814,1.975407817,NA,0.057107367,0.245942224,0.037358125,0,1.487573995,0,0,0,0.147426107,1.635000102,"H1","27260",NA,300,"Jacksonville, FL","Metropolitan Statistical Area","","Jacksonville-St. Marys-Palatka, FL-GA","Clay County","Florida","Central","FL","Clay County","Clay County",152093,643.73,"Clay",12019,1.29881573576693e-05,236.268311248505
"381","FL","Collier",12,21,"FL","Collier County",251377,2.643923895,NA,0.046281721,0.219283202,0.030732241,0.09703193,1.570982252,0,0.098702067,0.248105868,0.332804613,2.2505948,"H1","34940",NA,162,"Naples-Immokalee-Marco Island, FL","Metropolitan Statistical Area","","Cape Coral-Fort Myers-Naples, FL","Collier County","Florida","Central","FL","Collier County","Collier County",276691,2305.09,"Collier",12021,9.55551100324911e-06,120.034792567752
"382","FL","Columbia",12,23,"FL","Columbia County",56513,5.069097187,NA,0.05453429,0.233005323,0.035160458,0,4.429725582,0,0.061674307,0.15502972,0.099967508,4.746397117,"H1","29380",NA,264,"Lake City, FL","Micropolitan Statistical Area","","Gainesville-Lake City, FL","Columbia County","Florida","Central","FL","Columbia County","Columbia County",58028,801.12,"Columbia",12023,8.73560554732198e-05,72.4335929698422
"383","FL","DeSoto",12,27,"FL","DeSoto County",32209,3.645551402,NA,0.043118218,0.248323747,0.028836884,0.839459396,2.048132705,0,0.064876075,0.163078057,0.20972632,2.485813157,"H1","11580",NA,412,"Arcadia, FL","Micropolitan Statistical Area","","North Port-Sarasota, FL","DeSoto County","Florida","Central","FL","DeSoto County","DeSoto County",32819,639.55,"DeSoto",12027,0.000111080514397148,51.3157689000078
"384","FL","Dixie",12,29,"FL","Dixie County",13827,3.443354284,NA,0.05302935,0.228302338,0.034326587,0,2.21864891,0,0.139757935,0.351307297,0.417981865,3.127696009,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Dixie County",14063,863.71,"Dixie",12029,0.000244852043234018,16.2820854221903
"385","FL","Duval",12,31,"FL","Duval County",778879,7.627119567,NA,0.12484132,0.60812172,0.036325742,4.713973603,1.696331573,0,0.080997386,0.203601885,0.162926339,2.143857183,"H6","27260",NA,300,"Jacksonville, FL","Metropolitan Statistical Area","","Jacksonville-St. Marys-Palatka, FL-GA","Duval County","Florida","Central","FL","Duval County","Duval County",806120,918.28,"Duval",12031,9.46151883962686e-06,877.858605218452
"386","FL","Escambia",12,33,"FL","Escambia County",294410,12.80592335,NA,0.065365399,5.923882903,0.035797691,4.648874001,1.649321347,0,0.098456692,0.247489086,0.136736227,2.132003352,"H1","37860",NA,NA,"Pensacola-Ferry Pass-Brent, FL","Metropolitan Statistical Area","","","Escambia County","Florida","Central","FL","Escambia County","Escambia County",297272,893.94,"Escambia",12033,4.30781350076697e-05,332.541333870282
"387","FL","Flagler",12,35,"FL","Flagler County",49832,4.968768112,NA,0.056113538,0.241512664,0.036903628,0,2.520582739,0,0.450757023,1.133060967,0.529837553,4.634238282,"H1","19660",NA,422,"Deltona-Daytona Beach-Ormond Beach, FL","Metropolitan Statistical Area","","Orlando-Deltona-Daytona Beach, FL","Flagler County","Florida","Central","FL","Flagler County","Flagler County",57377,570.79,"Flagler",12035,8.6598604179375e-05,100.522083428231
"388","FL","Franklin",12,37,"FL","Franklin County",11057,4.274543168,NA,0.050755235,0.222304054,0.034487563,0,1.915981974,0,0.254553926,0.63986852,1.156591895,3.966996316,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Franklin County",10069,1026.45,"Franklin",12037,0.000424525093653789,9.80953772711774
"389","FL","Gadsden",12,39,"FL","Gadsden County",45087,4.709475901,NA,0.079653047,0.577762084,0.036385106,0,3.868406152,0,0.014858165,0.037348739,0.095062609,4.015675664,"H1","45220",NA,533,"Tallahassee, FL","Metropolitan Statistical Area","","Tallahassee-Bainbridge, FL-GA","Gadsden County","Florida","Outlying","FL","Gadsden County","Gadsden County",45279,528.51,"Gadsden",12039,0.000104010157048521,85.6729295566782
"390","FL","Gilchrist",12,41,"FL","Gilchrist County",14437,3.758242108,NA,0.076518635,0.685740777,0.036887522,0,2.805400645,0,0,0,0.153694528,2.959095173,"H1","23540",NA,264,"Gainesville, FL","Metropolitan Statistical Area","","Gainesville-Lake City, FL","Gilchrist County","Florida","Outlying","FL","Gilchrist County","Gilchrist County",14720,355.49,"Gilchrist",12041,0.000255315360597826,41.407634532617
"391","FL","Glades",12,43,"FL","Glades County",10576,4.242802865,NA,0.133286616,0.211562929,0.031586505,0,2.115710699,0,0,0,1.750656116,3.866366815,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Glades County",10786,986.19,"Glades",12043,0.000393362030873354,10.9370405297154
"392","FL","Gulf",12,45,"FL","Gulf County",13332,4.149171644,NA,0.061970917,1.384302974,0.038172075,0,2.157803187,0,0,0,0.506922491,2.664725678,"H1","37460",NA,NA,"Panama City, FL","Metropolitan Statistical Area","","","Gulf County","Florida","Outlying","FL","Gulf County","Gulf County",14789,755.78,"Gulf",12045,0.000280557958212185,19.5678636640292
"393","FL","Hamilton",12,47,"FL","Hamilton County",13327,8.961592748,NA,0.054784982,2.104483952,0.035614446,0,6.605535854,0,0,0,0.161173514,6.766709368,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Hamilton County",13710,519.35,"Hamilton",12047,0.000653653738001459,26.3983825936266
"394","FL","Hardee",12,49,"FL","Hardee County",26938,13.01641542,NA,0.04431363,0.19104898,0.028451434,10.98771236,1.431792165,0,0.032679879,0.082146844,0.218270134,1.764889022,"H1","48100",NA,NA,"Wauchula, FL","Micropolitan Statistical Area","","","Hardee County","Florida","Central","FL","Hardee County","Hardee County",27333,638.38,"Hardee",12049,0.000476216127757656,42.8161909834268
"395","FL","Hendry",12,51,"FL","Hendry County",36210,3.270535511,NA,0.045529574,0.908569607,0.030185504,0,1.624904505,0,0.099988337,0.251339142,0.310018841,2.286250826,"H1","17500",NA,NA,"Clewiston, FL","Micropolitan Statistical Area","","","Hendry County","Florida","Central","FL","Hendry County","Hendry County",36891,1189.89,"Hendry",12051,8.86540216041853e-05,31.0037062249452
"396","FL","Hernando",12,53,"FL","Hernando County",130802,6.05370794,NA,0.055708195,0.24340892,0.036588992,2.023254104,1.477238598,1.918486791,0.041098166,0.103307825,0.154616349,1.776260938,"H1","45300",NA,NA,"Tampa-St. Petersburg-Clearwater, FL","Metropolitan Statistical Area","","","Hernando County","Florida","Outlying","FL","Hernando County","Hernando County",138470,589.12,"Hernando",12053,4.37185523218026e-05,235.045491580663
"397","FL","Highlands",12,55,"FL","Highlands County",87366,2.560094194,NA,0.048653328,0.38293764,0.03203638,0.007468839,1.41831264,0,0.132379572,0.332760493,0.205545302,2.088998007,"H1","42700",NA,NA,"Sebring, FL","Metropolitan Statistical Area","","","Highlands County","Florida","Central","FL","Highlands County","Highlands County",89952,1106.36,"Highlands",12055,2.8460670068481e-05,81.3044578618171
"398","FL","Hillsborough",12,57,"FL","Hillsborough County",998948,6.323463956,NA,0.106692983,0.287772189,0.03509779,4.022596094,1.454753797,0,0.068882151,0.17314801,0.174520942,1.8713049,"H1","45300",NA,NA,"Tampa-St. Petersburg-Clearwater, FL","Metropolitan Statistical Area","","","Hillsborough County","Florida","Central","FL","Hillsborough County","Hillsborough County",1053864,1266.36,"Hillsborough",12057,6.00026564718028e-06,832.199374585426
"399","FL","Holmes",12,59,"FL","Holmes County",18564,4.926759136,NA,0.056460795,0.248146572,0.037934798,0,3.314855536,0,0.320060854,0.804532163,0.144768418,4.584216971,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Holmes County",18628,488.75,"Holmes",12059,0.000264481379428817,38.1135549872123
"400","FL","Indian",12,61,"FL","Indian River County",112947,3.154500444,NA,0.064060945,0.219548217,0.033114349,0.264334054,1.342321876,0,0.266091662,0.668870554,0.296158788,2.573442879,"H1","42680",NA,370,"Sebastian-Vero Beach, FL","Metropolitan Statistical Area","","Miami-Fort Lauderdale-Port St. Lucie, FL","Indian River County","Florida","Central","FL","Indian River County","Indian River County",118007,616.97,"Indian River",12061,2.67314688450685e-05,191.268619219735
"401","FL","Jackson",12,63,"FL","Jackson County",46755,7.293857625,NA,0.060065787,0.233722096,0.035592565,2.347188179,4.114453997,0,0.092666961,0.232935575,0.177232465,4.617288998,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Jackson County",46408,954.67,"Jackson",12063,0.000157168109485434,48.6115621104675
"402","FL","Jefferson",12,65,"FL","Jefferson County",12902,7.293814935,NA,0.0575695,0.248739606,0.037612389,0,6.608515961,0,0,0,0.341377478,6.94989344,"H1","45220",NA,533,"Tallahassee, FL","Metropolitan Statistical Area","","Tallahassee-Bainbridge, FL-GA","Jefferson County","Florida","Outlying","FL","Jefferson County","Jefferson County",13695,636.68,"Jefferson",12065,0.000532589626506024,21.5100207325501
"403","FL","Lafayette",12,67,"FL","Lafayette County",7022,3.243447142,NA,0.051201561,0.227423126,0.033758813,0,2.745924824,0,0,0,0.185138819,2.931063642,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Lafayette County",7009,547.96,"Lafayette",12067,0.00046275462148666,12.7910796408497
"404","FL","Lake",12,69,"FL","Lake County",210528,2.016867518,NA,0.058626341,0.320981231,0.037138448,0.000979528,1.132941529,0,0.059018545,0.148354026,0.25882787,1.599141969,"H1","36740",NA,422,"Orlando-Kissimmee-Sanford, FL","Metropolitan Statistical Area","","Orlando-Deltona-Daytona Beach, FL","Lake County","Florida","Outlying","FL","Lake County","Lake County",233835,1156.51,"Lake",12069,8.62517381059294e-06,202.190210201382
"405","FL","Lee",12,71,"FL","Lee County",440888,4.136605931,NA,0.050972609,0.225819195,0.034470495,1.641559801,1.636170977,0,0.058004507,0.145805047,0.3438033,2.183783832,"H1","15980",NA,162,"Cape Coral-Fort Myers, FL","Metropolitan Statistical Area","","Cape Coral-Fort Myers-Naples, FL","Lee County","Florida","Central","FL","Lee County","Lee County",475639,1212,"Lee",12071,8.69694438639388e-06,392.441419141914
"406","FL","Leon",12,73,"FL","Leon County",239452,2.855116291,NA,0.083181759,0.220935469,0.033657841,0.521082372,1.545048625,0,0.08458383,0.212617097,0.154009298,1.996258849,"H1","45220",NA,533,"Tallahassee, FL","Metropolitan Statistical Area","","Tallahassee-Bainbridge, FL-GA","Leon County","Florida","Central","FL","Leon County","Leon County",243995,701.83,"Leon",12073,1.17015360601652e-05,347.65541512902
"407","FL","Levy",12,75,"FL","Levy County",34450,3.819994082,NA,0.062044695,0.230681931,0.035214273,0,2.871901489,0,0.063105576,0.158627578,0.398418539,3.492053183,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Levy County",35953,1412.41,"Levy",12075,0.000106249661558145,25.4550732436049
"408","FL","Liberty",12,77,"FL","Liberty County",7021,3.21135265,NA,0.060400611,0.234110002,0.034827076,0,2.70483957,0,0,0,0.17717539,2.88201496,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Liberty County",6902,843.22,"Liberty",12077,0.000465278564184294,8.18528972272954
"409","FL","Madison",12,79,"FL","Madison County",18733,7.035723174,NA,0.054011573,0.235973559,0.035069208,0,6.468548178,0,0,0,0.242120656,6.710668834,"H1",NA,NA,NA,NA,"Non-MSA",NA,NA,NA,NA,NA,NA,NA,"Madison County",18309,715.89,"Madison",12079,0.00038427675864329,25.5751581946947
"410","FL","Manatee",12,81,"FL","Manatee County",264002,7.570974896,NA,0.08014103,0.260557949,0.034399547,5.233202726,1.39438373,0,0.077787462,0.195533149,0.294969303,1.962673644,"H1","35840",NA,412,"North Port-Sarasota-Bradenton, FL","Metropolitan Statistical Area","","North Port-Sarasota, FL","Manatee County","Florida","Central","FL","Manatee County","Manatee County",280511,892.84,"Manatee",12081,2.69899394177055e-05,314.178352224363
"411","FL","Marion",12,83,"FL","Marion County",258916,2.915938102,NA,0.053316931,0.306410265,0.035406802,0,2.20096345,0,0.025568779,0.064271861,0.230000013,2.520804104,"H1","36100",NA,NA,"Ocala, FL","Metropolitan Statistical Area","","","Marion County","Florida","Central","FL","Marion County","Marion County",272553,1663.1,"Marion",12083,1.06986094521066e-05,163.882508568336
"412","FL","Martin",12,85,"FL","Martin County",126731,21.85400213,NA,0.053747282,0.228322504,0.034784576,18.63255486,2.063407473,0,0.11425194,0.287193325,0.439740166,2.904592904,"H1","38940",NA,370,"Port St. Lucie, FL","Metropolitan Statistical Area","","Miami-Fort Lauderdale-Port St. Lucie, FL","Martin County","Florida","Central","FL","Martin County","Martin County",132218,752.86,"Martin",12085,0.000165287647143354,175.620965385331
"413","FL","Miami-Dade",12,86,"FL","Miami-Dade County",2253362,2.276414683,NA,0.055764504,0.249534045,0.035989336,0.28980924,1.188097668,0.156554255,0.051554667,0.129592174,0.119518795,1.488763304,"H1","33100",33124,370,"Miami-Fort Lauderdale-West Palm Beach, FL","Metropolitan Statistical Area","Miami-Miami Beach-Kendall, FL","Miami-Fort Lauderdale-Port St. Lucie, FL","Miami-Dade County","Florida","Central","FL","Miami-Dade County","Miami-Dade County",2332599,2429.59,"Miami-Dade",12086,9.75913426611261e-07,960.079272634477
"414","FL","Monroe",12,87,"FL","Monroe County",79589,3.582737192,NA,0.058464483,0.246987806,0.037323836,0.004159124,1.244666303,0,0.278783596,0.700774126,1.011577918,3.235801943,"H1","28580",NA,NA,"Key West, FL","Micropolitan Statistical Area","","","Monroe County","Florida","Central","FL","Monroe County","Monroe County",79330,3737.42,"Monroe",12087,4.51624504222867e-05,21.2258723932552
"415","FL","Nassau",12,89,"FL","Nassau County",57663,6.954145637,NA,0.056152774,3.689846953,0.036865414,0,2.60026518,0,0.10180896,0.255915682,0.213290674,3.171280496,"H1","27260",NA,300,"Jacksonville, FL","Metropolitan Statistical Area","","Jacksonville-St. Marys-Palatka, FL-GA","Nassau County","Florida","Outlying","FL","Nassau County","Nassau County",60558,725.9,"Nassau",12089,0.000114834466742627,83.4247141479543
"416","FL","Okaloosa",12,91,"FL","Okaloosa County",170498,3.113662197,NA,0.06137718,0.286492912,0.037188532,0,1.69631148,0,0.243429377,0.611904736,0.176957979,2.728603573,"H1","18880",NA,NA,"Crestview-Fort Walton Beach-Destin, FL","Metropolitan Statistical Area","","","Okaloosa County","Florida","Central","FL","Okaloosa County","Okaloosa County",175708,1082.09,"Okaloosa",12091,1.77206626732989e-05,162.378360395161
"417","FL","Okeechobee",12,93,"FL","Okeechobee County",35910,2.331295602,NA,0.051077707,0.22130305,0.033782559,0,1.3853758,0,0.074429672,0.18709272,0.378234095,2.025132286,"H1","36380",NA,370,"Okeechobee, FL","Micropolitan Statistical Area","","Miami-Fort Lauderdale-Port St. Lucie, FL","Okeechobee County","Florida","Central","FL","Okeechobee County","Okeechobee County",36906,891.98,"Okeechobee",12093,6.31684713054788e-05,41.3753671606987
"418","FL","Orange",12,95,"FL","Orange County",896344,4.328629765,NA,0.053972116,0.240719859,0.033979445,1.84776441,1.598918568,0,0.102714103,0.258190871,0.192370393,2.152193936,"H1","36740",NA,422,"Orlando-Kissimmee-Sanford, FL","Metropolitan Statistical Area","","Orlando-Deltona-Daytona Beach, FL","Orange County","Florida","Central","FL","Orange County","Orange County",946484,1004.31,"Orange",12095,4.57337869948145e-06,942.422160488296
"419","FL","Osceola",12,97,"FL","Osceola County",172493,4.504901445,NA,0.051427385,0.225193024,0.032570834,2.713823388,0.82143936,0,0.090653875,0.227875248,0.34191833,1.481886813,"H1","36740",NA,422,"Orlando-Kissimmee-Sanford, FL","Metropolitan Statistical Area","","Orlando-Deltona-Daytona Beach, FL","Osceola County","Florida","Outlying","FL","Osceola County","Osceola County",190187,1506.49,"Osceola",12097,2.36866949107983e-05,126.245112811901
